#Datasets	 Sample01	 Sample02	 Sample03	 Sample04
"SEED-2021;RNA Processing;RNA processing and modification;Ribonuclease P, archaeal and eukaryal;"	 0	 8	 7	 0
"SEED-2021;RNA Processing;RNA processing and modification;Ribosome biogenesis, archaeal;"	 0	 59	 17	 0
"SEED-2021;RNA Processing;RNA processing and modification;RNA processing and degradation, bacterial;"	 2296	 3006	 3202	 1926
"SEED-2021;RNA Processing;RNA processing and modification;RNA pseudouridine synthases;"	 957	 1257	 1224	 798
"SEED-2021;RNA Processing;RNA processing and modification;rRNA modification related cluster including tlyA;"	 679	 858	 1016	 679
"SEED-2021;RNA Processing;RNA processing and modification;Threonylcarbamoyladenosine;"	 103	 303	 298	 103
"SEED-2021;RNA Processing;RNA processing and modification;tRNA modification, 5-oxyacetyl uridine (cmo5U34);"	 0	 1	 4	 4
"SEED-2021;RNA Processing;RNA processing and modification;tRNA nucleotidyltransferase;"	 380	 671	 817	 302
"SEED-2021;RNA Processing;RNA processing and modification;tRNA splicing;"	 8	 169	 152	 4
"SEED-2021;RNA Processing;RNA processing and modification;tRNA thiolation;"	 57	 140	 112	 79
"SEED-2021;RNA Processing;RNA processing and modification;YrdC-YciO-Sua5 and associated protein families;"	 1306	 1547	 1709	 1119
"SEED-2021;RNA Processing;Transcription;RNA polymerase, archaeal;"	 3	 229	 88	 0
"SEED-2021;RNA Processing;Transcription;RNA polymerase, archaeal initiation factors;"	 20	 110	 58	 0
"SEED-2021;RNA Processing;Transcription;RNA polymerase, bacterial;"	 2413	 3255	 3510	 2033
"SEED-2021;RNA Processing;Transcription;Transcription elongation factors, archaeal;"	 0	 38	 22	 0
"SEED-2021;RNA Processing;Transcription;Transcription factors, cyanobacterial RpoD-like sigma factors;"	 3	 1	 1	 0
"SEED-2021;Secondary Metabolism;Biosynthesis of antimicrobial or antitumor compounds;3-amino-5-hydroxybenzoic Acid Synthesis;"	 5	 2	 4	 2
"SEED-2021;Secondary Metabolism;Biosynthesis of antimicrobial or antitumor compounds;L-2-amino-4-methoxy-trans-3-butenoic acid synthesis;"	 1	 0	 0	 0
"SEED-2021;Secondary Metabolism;Biosynthesis of antimicrobial or antitumor compounds;Methylenomycin synthesis;"	 2	 0	 0	 1
"SEED-2021;Secondary Metabolism;Biosynthesis of antimicrobial or antitumor compounds;Phenazine biosynthesis;"	 19	 3	 3	 12
"SEED-2021;Secondary Metabolism;Hydrocarbons;Alkane synthesis in bacteria 2;"	 0	 2	 0	 0
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;2-aminophenol Metabolism;"	 222	 58	 69	 226
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Acetophenone carboxylase 1;"	 47	 18	 20	 115
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Anaerobic toluene and ethylbenzene degradation;"	 0	 2	 2	 2
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Benzoyl-CoA pathway of anaerobic aromatic metabolism;"	 64	 60	 85	 61
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Gallic acid utilization;"	 52	 8	 2	 75
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Gentisate pathway;"	 43	 2	 0	 40
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Glutaconate CoA-transferase or 3-oxoadipate CoA-transferase Subunits;"	 274	 564	 685	 264
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Homoprotocatechuate degradative cluster;"	 457	 51	 31	 547
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Hydroxyaromatic decarboxylase family;"	 4	 8	 1	 5
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Nicotinic acid utilization;"	 37	 15	 8	 37
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Phenol hydroxylase;"	 11	 14	 12	 8
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Phenylacetyl-CoA catabolic pathway (core);"	 575	 129	 140	 631
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Toluene 4-monooxygenase (T4MO);"	 12	 0	 2	 22
"SEED-2021;Secondary Metabolism;Metabolism of Aromatic Compounds;Vanillate and syringate utilization;"	 217	 18	 7	 279
"SEED-2021;Secondary Metabolism;Metabolism of polyketides;Nonribosomal peptide synthetases (NRPS) in Frankia sp. Ccl3;"	 7	 1	 0	 11
"SEED-2021;Secondary Metabolism;Mycosporine synthesis cluster;"	 31	 3	 2	 18
"SEED-2021;Secondary Metabolism;Ribosomally-synthesized post-translationally modified peptides (RiPPs);Colicin V and Bacteriocin Production Cluster;"	 83	 83	 56	 81
"SEED-2021;Secondary Metabolism;Ribosomally-synthesized post-translationally modified peptides (RiPPs);Lasso peptide maturation cluster;"	 4	 0	 0	 3
"SEED-2021;Secondary Metabolism;Ribosomally-synthesized post-translationally modified peptides (RiPPs);Streptolysin S;"	 0	 2	 1	 1
"SEED-2021;Secondary Metabolism;Ribosomally-synthesized post-translationally modified peptides (RiPPs);Thiazole.oxazole-modified microcins;"	 230	 47	 26	 305
"SEED-2021;Secondary Metabolism;Ribosomally-synthesized post-translationally modified peptides (RiPPs);Tolerance to colicin E2 and CreBC signal transduction system;"	 49	 35	 42	 56
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Adhesion;Adhesins in Staphylococcus;"	 0	 0	 2	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Hfl operon;"	 845	 954	 1056	 728
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Host-pathogen interactions;Hydrolysis of sphingomyelin;"	 76	 17	 11	 140
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Host-pathogen interactions;Inclusion membrane proteins supporting intracellular life styles in Chlamydiales;"	 0	 0	 0	 1
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Invasion and intracellular resistance;Cell invasion-related virulence operon MCE;"	 77	 5	 15	 164
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Invasion and intracellular resistance;Listeria surface proteins: Internalin-like proteins;"	 181	 464	 601	 251
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Invasion and intracellular resistance;Outer membrane proteases (Omptins);"	 0	 0	 1	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Isoniazid inductible proteins cluster;"	 23	 9	 26	 19
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Mycobacterial lipoproteins (LPR group);"	 48	 53	 82	 45
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;PE multigene family in Mycobacterium tuberculosis complex (MTBC);"	 1	 1	 0	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;PPE multigene family in Mycobacterium tuberculosis complex (MTBC);"	 10	 1	 0	 30
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;5-nitroimidazole antibiotic resistance;"	 3	 10	 11	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Actinobacterial signal transduction system MtrAB-LpqB;"	 46	 15	 27	 69
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Aminoglycoside modifying enzymes: N-acetyltransferases;"	 31	 56	 72	 26
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Aminoglycoside modifying enzymes: O-nucleotidyltransferases;"	 4	 28	 50	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Aminoglycoside modifying enzymes: O-phosphotransferases;"	 17	 26	 22	 39
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic anticapsin - bacilysin;"	 0	 1	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic targets in cell wall biosynthesis;"	 480	 812	 895	 381
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic targets in DNA processing;"	 79	 158	 213	 102
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic targets in metabolic pathways;"	 618	 774	 938	 558
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic targets in protein synthesis;"	 123	 378	 426	 93
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Antibiotic targets in transcription;"	 599	 902	 1006	 482
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Arsenic resistance;"	 490	 1349	 1345	 438
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Bacitracin resistance;"	 2	 3	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Bacteriocin resistance related cluster;"	 4	 4	 3	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Beta-lactamases Ambler class A;"	 28	 6	 7	 36
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Beta-lactamases Ambler class B;"	 87	 14	 8	 67
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Beta-lactamases Ambler class C;"	 0	 2	 2	 2
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Beta-lactamases Ambler class D;"	 18	 10	 13	 11
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Bicyclomycin resistance cluster;"	 8	 1	 0	 15
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Bile hydrolysis;"	 87	 28	 26	 233
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Cadmium resistance;"	 82	 44	 19	 24
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Chloramphenicol resistance;"	 5	 6	 3	 9
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Cluster related to PAS - para-aminosalicylic acid resistance;"	 1	 3	 0	 5
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Copper homeostasis: copper tolerance;"	 324	 316	 243	 258
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Fosfomycin resistance;"	 2	 1	 4	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Fusaric acid resistance cluster;"	 44	 1	 1	 85
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Fusidic acid resistance;"	 82	 292	 263	 84
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Inner membrane proteins of MarC family, not involved in antibiotic resistance;"	 130	 72	 47	 118
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: enzymatic degradation;"	 1	 0	 6	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: ribosomal protection;"	 0	 0	 1	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Macrolides, lincosamides, streptogramins, ketolides, oxazolidinones (MLSKO) resistance: rRNA methylases;"	 3	 0	 1	 7
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Mechanisms of PAS resistance;"	 10	 2	 3	 19
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Mupirocin resistance;"	 0	 1	 2	 1
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Pentalenolactone Biosynthesis and Resistance;"	 0	 1	 1	 2
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Polymyxin resistance;"	 53	 155	 163	 34
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Polymyxin resistance, lipid A modifications with 4-amino-4-deoxy-L-arabinose;"	 120	 180	 107	 58
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Polymyxin resistance, lipid A modifications with phosphoethanolamine;"	 2	 0	 5	 2
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Quinolone (Fluoroquinolone) resistance via Pentapeptide repeat proteins;"	 1	 0	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Capreomycin and Viomycin;"	 29	 13	 19	 35
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to chromium compounds;"	 403	 279	 292	 364
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Daptomycin;"	 640	 557	 558	 562
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Ethambutol;"	 11	 1	 5	 28
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Ethionamide and Isoniazid;"	 675	 297	 239	 751
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to the fluoroquinolones norfloxacin and ciprofloxacin;"	 0	 1	 4	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Triclosan;"	 299	 399	 469	 302
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Resistance to Vancomycin and Teicoplanin;"	 49	 5	 5	 75
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Teicoplanin resistance in Staphylococci;"	 0	 0	 0	 1
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Tetracycline resistance, all mechanisms;"	 18	 17	 24	 10
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Tetracycline resistance, ribosomal protection type;"	 2	 9	 4	 1
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Transcriptional regulators implicated in bedaquiline tolerance;"	 1	 0	 1	 2
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Tripartite multidrug efflux systems (of RND type) CmeABC and CmeDEF;"	 0	 1	 0	 1
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Vancomycin resistance, D-Ala-D-Ala dipeptidases and carboxypeptidases;"	 6	 1	 0	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Vancomycin resistance, D-Ala-D-Ser, D-Ala-Lac ligases;"	 7	 0	 0	 5
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;VraTSR and LiaFSR three-component regulatory systems;"	 4	 12	 6	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;ZraPRS-based zinc resistance;"	 279	 797	 798	 219
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Resistance to antibiotics and toxic compounds;Zwittermicin A resistance;"	 0	 1	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Aerotolerance operon;"	 106	 243	 249	 113
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Cluster containing Glutathione synthetase;"	 231	 176	 203	 212
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;CoA disulfide thiol-disulfide redox system;"	 35	 235	 222	 37
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Ergothioneine biosynthesis;"	 145	 11	 26	 166
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Glutathione analogs: mycothiol;"	 201	 64	 106	 395
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Glutathione: Biosynthesis and gamma-glutamyl cycle;"	 1069	 356	 352	 1187
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Glutathione: Non-redox reactions;"	 1161	 108	 77	 1552
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Glutathione: Redox cycle;"	 270	 107	 124	 296
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Glutathionylspermidine and Trypanothione;"	 1	 0	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Hydroxy-fatty acid production as stress response;"	 44	 60	 62	 53
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Phage shock protein operon;"	 7	 7	 11	 8
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Possible stress related actinobacterial cluster;"	 29	 5	 9	 67
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Protection from Reactive Oxygen Species;"	 1045	 883	 957	 1055
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Rcn nickel and cobalt homeostasis system;"	 82	 27	 25	 81
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Repair of Iron Centers;"	 189	 410	 421	 213
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Stress proteins YciF, YciE;"	 175	 4	 5	 216
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Stress response and cell wall lysis cluster;"	 24	 4	 6	 20
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response;Universal stress protein family;"	 178	 240	 214	 177
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Electrophile toxicity;Bacillithiol synthesis;"	 288	 217	 154	 190
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Electrophile toxicity;Methylglyoxal resistance in Bacillus subtilis;"	 0	 1	 0	 0
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Heat/cold shock;Cold shock proteins of CSP family;"	 225	 216	 204	 248
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Heat/cold shock;Heat shock dnaK gene cluster extended;"	 1242	 1368	 1543	 1205
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Betaine biosynthesis from glycine;"	 7	 13	 25	 9
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Choline uptake and conversion to betaine clusters;"	 630	 352	 407	 499
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Ectoine synthesis;"	 9	 2	 4	 15
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Ectoine, hydroxyectoine uptake and catabolism;"	 23	 33	 36	 25
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;EnvZ and OmpR regulon;"	 29	 15	 12	 19
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Glycine betaine synthesis from choline;"	 167	 68	 85	 168
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Mannosylglucosylglycerate synthesis;"	 1	 10	 26	 3
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Osmoregulation;"	 454	 201	 186	 444
"SEED-2021;Stress Response, Defense, Virulence;Stress Response, Defense and Virulence;Stress Response: Osmotic stress;Osmotic stress cluster;"	 0	 3	 1	 0
